15076;NEW ZEALAND JOURNAL OF PSYCHOLOGY;0112-109X;1179-7924;New Zealand Journal of Psychology;0112-109X;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
15077;NEW ZEALAND JOURNAL OF ZOOLOGY;0301-4223;1175-8821;New Zealand Journal of Zoology;0301-4223;;40;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;
15078;NEW ZEALAND MEDICAL JOURNAL;0028-8446;1175-8716;New Zealand Medical Journal;0028-8446;;40;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15079;NEW ZEALAND VETERINARY JOURNAL;0048-0169;1176-0710;New Zealand Veterinary Journal;0048-0169;1176-0710;70;;;;;;;;;;;x;;;;;;x;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;
15080;Newborn and Infant Nursing Reviews;1527-3369;1558-352X;Newborn and Infant Nursing Review;1527-3369;;20;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;
15081;Newman Studies Journal;1547-9080;2153-6945;;;;20;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
15082;News of the National Academy of Sciences of the Republic of Kazakhstan-Series Chemistry and Technology;2224-5286;2518-1491;;;;20;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
15083;News of the National Academy of Sciences of the Republic of Kazakhstan-Series of Geology and Technical Sciences;2224-5278;2518-170X;News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences;2224-5278;2518-170X;20;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
15084;NEWS OF THE NATIONAL ACADEMY OF SCIENCES OF THE REPUBLIC OF KAZAKHSTAN-SERIES PHYSICO-MATHEMATICAL;1991-346X;2518-1726;;;;20;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;
15085;NEWSLETTERS ON STRATIGRAPHY;0078-0421;;Newsletters on Stratigraphy;0078-0421;;140;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
15086;Nexo Revista Cientifica;1818-6742;1995-9516;;;;20;;;;;;;;;;x;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15087;Nexus Network Journal;1590-5896;1522-4600;Nexus Network Journal;1522-4600;;100;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15088;NICOTINE & TOBACCO RESEARCH;1462-2203;1469-994X;Nicotine and Tobacco Research;1462-2203;1469-994X;100;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15089;Nigerian Journal of Clinical Practice;1119-3077;1119-3077;Nigerian Journal of Clinical Practice;1119-3077;;40;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
15090;NIHON REOROJI GAKKAISHI;0387-1533;;Nihon Reoroji Gakkaishi;0387-1533;;40;;;;;;;;;;;x;;x;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
15091;NINETEENTH CENTURY MUSIC;0148-2076;;Nineteenth Century Music;0148-2076;1533-8606;70;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15092;NINETEENTH CENTURY PROSE;1052-0406;;Nineteenth Century Prose;1052-0406;;40;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15093;Nineteenth-Century Contexts-An Interdisciplinary Journal;0890-5495;1477-2663;Nineteenth-Century Contexts;0890-5495;;70;;;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15094;NINETEENTH-CENTURY FRENCH STUDIES;0146-7891;;Nineteenth-Century French Studies;0146-7891;1536-0172;70;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15095;NINETEENTH-CENTURY LITERATURE;0891-9356;;Nineteenth-Century Literature;0891-9356;1067-8352;140;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15096;Nineteenth-Century Music Review;1479-4098;2044-8414;Nineteenth-Century Music Review;1479-4098;2044-8414;20;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15097;NIPPON SUISAN GAKKAISHI;0021-5392;1349-998X;Nippon Suisan Gakkaishi;0021-5392;;20;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
15098;NISPAcee Journal of Public Administration and Policy;1337-9038;1338-4309;NISPAcee Journal of Public Administration and Policy;1337-9038;1338-4309;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;x;;;;;;;;;;;;;
15099;NITRIC OXIDE-BIOLOGY AND CHEMISTRY;1089-8603;1089-8611;Nitric Oxide - Biology and Chemistry;1089-8603;1089-8611;100;;;;;;;;;;;x;;;;;;x;x;;x;;x;;x;;;;;;;;;;;;;;;;x;x;;;
15100;Nitte University Journal of Health Science;2249-7110;2249-7110;;;;20;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
15101;NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES;1573-5214;2212-1307;NJAS - Wageningen Journal of Life Sciences;1573-5214;;100;;;;;;;;;;;;;;;;;x;;;;;x;x;;x;;;;;;x;;;;;;;;;;;;;
15102;NJ-Drama Australia Journal;1445-2294;2200-775X;;;;40;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15103;Nka-Journal of Contemporary African Art;1075-7163;2152-7792;;;;40;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15104;NMIMS Management Review;0971-1023;0971-1023;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;
15105;NMR IN BIOMEDICINE;0952-3480;1099-1492;NMR in Biomedicine;0952-3480;1099-1492;100;;;;;;;;;x;;x;;;x;;;x;x;;x;;x;x;;;;;;;;;;;;;;;;;x;x;;;
15106;Nobel Medicus;1305-2381;1305-2381;Nobel Medicus;1305-2381;;20;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
15107;NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS;1021-9722;1420-9004;Nonlinear Differential Equations and Applications;1021-9722;1420-9004;100;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15108;Nodo;1909-3888;2346-092X;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
15109;Noema-Rivista Online di Filosofia;2239-5474;2239-5474;;;;20;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15110;Noesis-Revista de Ciencias Sociales y Humanidades;0188-9834;2395-8669;;;;20;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;
15111;Noise & Health;1463-1741;1998-4030;Noise and Health;1463-1741;;70;;;;;;;;;;;x;;;;x;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15112;NOISE CONTROL ENGINEERING JOURNAL;0736-2501;0736-2501;Noise Control Engineering Journal;0736-2501;;40;;;;;;;;x;x;x;;;x;x;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;
15113;Noise Mapping;2084-879X;2084-879X;Noise Mapping;;2084-879X;40;;;;;;;;x;x;x;x;;;;x;x;;;;;;x;;;;;x;;;;;;;;;;;;;;;x;;
15114;NOMADIC PEOPLES;0822-7942;1752-2366;Nomadic Peoples;0822-7942;;40;;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;
15115;Nondestructive Testing and Evaluation;1058-9759;1477-2671;Nondestructive Testing and Evaluation;1058-9759;;70;;;;;;;;;;;x;;x;x;x;;;;;;;;;;;;;;;;;;;;;;x;;;;x;x;;
15116;Nonlinear Analysis-Hybrid Systems;1751-570X;1878-7460;Nonlinear Analysis: Hybrid Systems;1751-570X;;140;;;;;;;;;x;x;x;;;;x;;;;;;;;;;;;;x;;;;;;;;;;x;x;;;;;
15117;Nonlinear Analysis-Modelling and Control;1392-5113;;Nonlinear Analysis: Modelling and Control;1392-5113;;40;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15118;NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS;1468-1218;;Nonlinear Analysis: Real World Applications;1468-1218;;100;;;;;;;;;x;x;x;;x;;x;;x;;;x;;;;;;x;;;;;x;;;;;;;;x;;;;;
15119;NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS;0362-546X;1873-5215;Nonlinear Analysis, Theory, Methods and Applications;0362-546X;;140;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15120;NONLINEAR DYNAMICS;0924-090X;1573-269X;Nonlinear Dynamics;0924-090X;;140;;;;;;;;;x;;x;;x;;x;;;;;;;;;;;;;x;;;;;;;;;x;;x;;;;;
15121;Nonlinear Dynamics Psychology and Life Sciences;1090-0578;1573-6652;Nonlinear Dynamics, Psychology, and Life Sciences;1090-0578;;70;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;x;;;;;
15122;Nonlinear Optics Quantum Optics-Concepts in Modern Optics;1543-0537;1944-8325;Nonlinear Optics Quantum Optics;1543-0537;;20;;;;;;;;;x;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;
15123;Nonlinear Phenomena in Complex Systems;1561-4085;1817-2458;Nonlinear Phenomena in Complex Systems;1561-4085;1817-2458;40;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;
15124;NONLINEAR PROCESSES IN GEOPHYSICS;1023-5809;;Nonlinear Processes in Geophysics;1023-5809;;70;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
15125;NONLINEARITY;0951-7715;1361-6544;Nonlinearity;0951-7715;;100;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;x;;
15126;NONPROFIT AND VOLUNTARY SECTOR QUARTERLY;0899-7640;1552-7395;Nonprofit and Voluntary Sector Quarterly;0899-7640;;100;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;x;;;;;;;;;;;
15127;Nonprofit Management & Leadership;1048-6682;1542-7854;Nonprofit Management & Leadership;1048-6682;1542-7854;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;
15128;Nonprofit Policy Forum;2194-6035;2154-3348;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;
15129;NORA-Nordic Journal of Feminist and Gender Research;0803-8740;1502-394X;NORA - Nordic Journal of Feminist and Gender Research;0803-8740;;40;;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;
15130;Nordeuropa Forum-Zeitschrift fur Kulturstudien;1863-639X;1863-639X;;;;20;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;
15131;Nordic Concrete Research;0800-6377;0800-6377;;;;20;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15132;NORDIC JOURNAL OF BOTANY;0107-055X;1756-1051;Nordic Journal of Botany;0107-055X;;40;;;;;;;;;;;;;;;;;x;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
15133;Nordic Journal of Digital Literacy;0809-6724;1891-943X;Nordic Journal of Digital Literacy;1891-943X;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
15134;Nordic Journal of Human Rights;1891-8131;1891-814X;Nordic Journal of Human Rights;1891-8131;1891-814X;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;x;;;;;;;;;;;
15135;Nordic Journal of Linguistics;0332-5865;1502-4717;Nordic Journal of Linguistics;0332-5865;1502-4717;70;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15136;Nordic Journal of Migration Research;1799-649X;1799-649X;;;;20;;;x;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;
15137;Nordic Journal of Music Therapy;0809-8131;1944-8260;Nordic Journal of Music Therapy;0809-8131;;70;;;;;;;;;;;x;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15138;NORDIC JOURNAL OF PSYCHIATRY;0803-9488;1502-4725;Nordic Journal of Psychiatry;0803-9488;1502-4725;70;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15139;Nordic Journal of Religion and Society;0809-7291;1890-7008;Nordic Journal of Religion and Society;0809-7291;1890-7008;100;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;x;;;;;;;;;
15140;Nordic Journal of Working Life Studies;2245-0157;2245-0157;Nordic Journal of Working Life Studies;;2245-0157;40;;;;;;x;;;;;;;;;;;x;x;;x;;;;;;x;;;;;x;;x;;;;;;;;;;;
15141;Nordic Psychology;1901-2276;1904-0016;Nordic Psychology;1901-2276;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;
15142;NORDIC PULP & PAPER RESEARCH JOURNAL;0283-2631;2000-0669;Nordic Pulp and Paper Research Journal;0283-2631;;70;;;;;;;;;;;;x;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;
15143;Nordic Studies on Alcohol and Drugs;1455-0725;1458-6126;NAD Nordic Studies on Alcohol and Drugs;1455-0725;1458-6126;40;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;x;;;;;;;;;;;
15144;Nordic Theatre Studies;0904-6380;2002-3898;Nordic Theatre Studies;0904-6380;;40;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15145;Nordicom Review;1403-1108;2001-5119;Nordicom Review;1403-1108;2001-5119;40;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;
15146;Nordisk Judaistik-Scandinavian Jewish Studies;0348-1646;2343-4929;;;;20;;;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15147;Nordisk Sygeplejeforskning-Nordic Nursing Research;1892-2678;1892-2686;;;;20;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;
15148;Noropsikiyatri Arsivi-Archives of Neuropsychiatry;1300-0667;1309-4866;Noropsikiyatri Arsivi;1300-0667;;20;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15149;Norsk Geografisk Tidsskrift-Norwegian Journal of Geography;0029-1951;1502-5292;Norsk Geografisk Tidsskrift;0029-1951;1502-5292;40;;;;;;;;x;;;;;x;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;
15150;Norte de Salud Mental;1578-4940;1578-4940;;;;20;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15151;North American Actuarial Journal;1092-0277;2325-0453;North American Actuarial Journal;1092-0277;;100;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;x;;;;;
15152;NORTH AMERICAN ARCHAEOLOGIST;0197-6931;1541-3543;North American Archaeologist;0197-6931;1541-3543;70;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15153;NORTH AMERICAN JOURNAL OF AQUACULTURE;1522-2055;1548-8454;North American Journal of Aquaculture;1522-2055;;40;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
15154;North American Journal of Economics and Finance;1062-9408;1879-0860;North American Journal of Economics and Finance;1062-9408;;70;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;
15155;NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT;0275-5947;1548-8675;North American Journal of Fisheries Management;0275-5947;1548-8675;70;;;;;;;;;;;;;;;;x;;;;;x;;;;x;;;;;;x;;;;;;;;;;;;;
15156;North American Journal of Medical Sciences;2250-1541;1947-2714;North American Journal of Medical Sciences;2250-1541;1947-2714;100;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15157;NORTH AMERICAN REVIEW;0029-2397;;North American Review;0029-2397;;40;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
15158;NORTHEASTERN NATURALIST;1092-6194;1938-5307;Northeastern Naturalist;1092-6194;;20;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
15159;Northern Clinics of Istanbul;2148-4902;2148-4902;;;;20;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
15160;NORTHERN HISTORY;0078-172X;1745-8706;Northern History;0078-172X;;40;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15161;Northern Review;0820-0300;0820-0300;;;;20;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
15162;Northern Scotland;0306-5278;2042-2717;Northern Scotland;0306-5278;2042-2717;40;;;x;;x;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;
15163;NORTHWEST SCIENCE;0029-344X;2161-9859;Northwest Science;0029-344X;;20;;;;;;;;;;;;;;;;x;;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
15164;Northwestern Journal of International Law & Business;0196-3228;;Northwestern Journal of International Law and Business;0196-3228;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;
15165;North-Western Journal of Zoology;1584-9074;1842-6441;North-Western Journal of Zoology;1584-9074;1843-5629;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
15166;NORTHWESTERN UNIVERSITY LAW REVIEW;0029-3571;;Northwestern University Law Review;0029-3571;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
15167;Norwegian Archaeological Review;0029-3652;1502-7678;Norwegian Archaeological Review;0029-3652;;100;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15168;NORWEGIAN JOURNAL OF GEOLOGY;0029-196X;;Norsk Geologisk Tiddsskrift;0029-196X;0801-4736;70;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
15169;NOTA LEPIDOPTEROLOGICA;0342-7536;2367-5365;Nota Lepidopterologica;0342-7536;;20;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;
15170;Notarzt;0177-2309;1438-8693;Notarzt;0177-2309;;40;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
15171;Note di Matematica;1123-2536;1590-0932;Note di Matematica;1123-2536;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15172;NOTES;0027-4380;1534-150X;Notes;0027-4380;1534-150X;40;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
15173;NOTES AND QUERIES;0029-3970;1471-6941;Notes and queries;0029-3970;1471-6941;40;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
15174;Notes and Records-The Royal Society Journal of the History of Science;0035-9149;1743-0178;Notes and Records of the Royal Society of London;0035-9149;1743-0178;70;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15175;Notes on Number Theory and Discrete Mathematics;1310-5132;2367-8275;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15176;Notfall & Rettungsmedizin;1434-6222;1436-0578;Notfall und Rettungsmedizin;1434-6222;;40;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
15177;NOTORNIS;0029-4470;1177-7680;Notornis;0029-4470;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
15178;Notre Dame Journal of Formal Logic;0029-4527;1939-0726;Notre Dame Journal of Formal Logic;0029-4527;;100;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
15179;NOTRE DAME LAW REVIEW;0745-3515;;Notre Dame Law Review;0745-3515;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
15180;NOTTINGHAM FRENCH STUDIES;0029-4586;2047-7236;Nottingham French Studies;0029-4586;;70;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15181;Notulae Botanicae Horti Agrobotanici Cluj-Napoca;0255-965X;1842-4309;Notulae Botanicae Horti Agrobotanici Cluj-Napoca;0255-965X;1842-4309;40;;;;;;;;;;;;;;;;;x;;;;x;x;x;;;;;;;;;;;;;;;;;x;;;;
15182;NOUS;0029-4624;1468-0068;Nous;0029-4624;1468-0068;200;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15183;Nouvelle Quinzaine Litteraire;2270-2024;;;;;100;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15184;Nouvelle Revue du Travail;2263-8989;2263-8989;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;
15185;NOUVELLE REVUE FRANCAISE;0029-4802;;Nouvelle Revue Francaise;0029-4802;;40;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15186;Nova et Vetera-English Edition;1542-7315;2470-5861;;;;40;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
15187;NOVA HEDWIGIA;0029-5035;;Nova Hedwigia;0029-5035;1438-9134;40;;;;;;;;;;;;;;;;;x;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
15188;Nova Prisutnost;1334-2312;1848-8676;Nova Prisutnost;1334-2312;;40;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x
15189;Nova Religio-Journal of Alternative and Emergent Religions;1092-6690;1541-8480;Nova Religio: The Journal of Alternative and Emergent Religions;1092-6690;1541-8480;40;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;
15190;Novedades en Poblacion;1817-4078;1817-4078;;;;20;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
15191;Noveishaya Istoriya Rossii-Modern History of Russia;2219-9659;2309-7973;Modern History of Russia;2219-9659;2309-7973;20;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15192;NOVEL-A FORUM ON FICTION;0029-5132;1945-8509;Novel;0029-5132;;100;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15193;Novoe Literaturnoe Obozrenie;0869-6365;;Novoe Literaturnoe Obozrenie;0869-6365;2309-9968;70;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15194;NOVON;1055-3177;;Novon;1055-3177;;40;;;;;;;;;;;;;;;;;x;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
15195;Novos Cadernos NAEA;1516-6481;2179-7536;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
15196;Novum Jus;1692-6013;2500-8692;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;
15197;NOVUM TESTAMENTUM;0048-1009;;Novum Testamentum;0048-1009;1568-5365;40;x;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;x
15198;Novyi Filologicheskii Vestnik-New Philological Bulletin;2072-9316;2072-9316;;;;70;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15199;Novyi Istoricheskii Vestnik-The New Historical Bulletin;2072-9286;2072-9286;Novyj Istoriceskij Vestnik;2072-9286;;20;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15200;NOVYI MIR;0130-7673;;;;;70;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15201;NOWELE-North-Western European Language Evolution;0108-8416;2212-9715;;;;70;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15202;NPG Asia Materials;1884-4049;1884-4057;NPG Asia Materials;1884-4049;1884-4057;140;;;;;;;;;;;x;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;x;x;;
15203;npj 2D Materials and Applications;2397-7132;2397-7132;;;;100;;;;;;;;;;;x;;;x;x;;x;;;;;;x;;;;;;;;;;;;;;;;;;;x;;
15204;npj Aging and Mechanisms of Disease;2056-3973;2056-3973;npj Aging and Mechanisms of Disease;;2056-3973;20;;;;;;;;;;;x;;;;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;x;;;;
15205;npj Biofilms and Microbiomes;2055-5008;2055-5008;npj Biofilms and Microbiomes;;2055-5008;100;;;;;;;;;;;x;x;;;;;x;x;;;;x;x;;;;;;;;;;;;;;;;;x;;;;
15206;npj Breast Cancer;2374-4677;2374-4677;npj Breast Cancer;;2374-4677;40;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;;;;
15207;npj Computational Materials;2057-3960;2057-3960;npj Computational Materials;;2057-3960;200;;;;;;;;;;x;x;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;
15208;npj Genomic Medicine;2056-7944;2056-7944;npj Genomic Medicine;;2056-7944;100;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;;;;
15209;NPJ Microgravity;2373-8065;2373-8065;npj Microgravity;;2373-8065;70;;;;;;;;;x;;x;;x;x;;;;x;;;;;;;;;;;;;;x;;;;;x;;;x;;x;;
15210;npj Parkinsons Disease;2373-8057;2373-8057;;;;20;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;;;;
15211;npj Precision Oncology;2397-768X;2397-768X;;;;20;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;;;;
15212;npj Primary Care Respiratory Medicine;2055-1010;2055-1010;npj Primary Care Respiratory Medicine;2055-1010;;100;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15213;npj Quantum Information;2056-6387;2056-6387;npj Quantum Information;;2056-6387;200;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;
15214;npj Quantum Materials;2397-4648;2397-4648;;;;100;;;;;;;;;;;x;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;
15215;npj Regenerative Medicine;2057-3995;2057-3995;;;;40;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;x;;;
15216;npj Schizophrenia;2334-265X;2334-265X;;;;40;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
15217;npj Vaccines;2059-0105;2059-0105;npj Vaccines;;2059-0105;100;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;x;;;;
